ID,Curso,Descricao,Competencias provaveis
337,Instructional Design and Technology with Articulate Storyline 360,"This course is designed to help learners understand the theoretical framework of instructional design, the theory, methods, practice of instructional design using video or storyboards, and the use of Articulate Storyline 360 as an e-Learning tool to create a completed instructional design product. Click here for a short tutorial that aims to facilitate access to the course for non-Portuguese speaking users.",['design instrucional']
341,Lei de Responsabilidade Fiscal (LRF) e Novo Regime Fiscal (NRF),"Os principais pontos da Lei de Responsabilidade Fiscal (LRF) são tratados neste curso com a finalidade de esclarecer aos participantes sobre a aplicabilidade, os fundamentos e os instrumentos que colaboram para a efetividade dessa lei. Além disso, são apresentadas questões importantes trazidas pela Emenda Constitucional nº 95/2016, conhecida como Novo Regime Fiscal (NRF). Quer saber mais sobre esse assunto? Inscreva-se.","['finanças públicas', 'direito administrativo', 'direito constitucional', 'auditoria governamental', 'políticas públicas', 'accountability pública']"
320,Introdução à Audiodescrição,"A audiodescrição é um recurso de acessibilidade comunicacional que aumenta a compreensão de pessoas com deficiência visual, englobando e ampliando a acessibilidade para o entendimento de pessoas com deficiência intelectual, idosos e disléxicos, colaborando com a construção de uma sociedade inclusiva. O curso apresenta recursos de audiodescrição, especialmente em sites, redes sociais e publicações.",[]
325,Análise de Dados em Linguagem R,"A análise de dados tem grande importância na tomada de decisões, auxiliando instituições na detecção de anomalias, monitoramento de indicadores ou melhoria de processos. Neste curso, você vai aprender a utilizar a linguagem R na preparação e exploração dos dados, apresentando resultados em gráficos e painéis gerenciais. Além disso, você vai conhecer conceitos iniciais de ciência de dados.",['análise de dados']
333,Empresas e Direitos Humanos,"O curso desenvolvido, em 2020, pela Enap em parceria com o Ministério da Mulher, da Família e dos Direitos Humanos (MMFDH) com o objetivo de reconhecer a importância da participação das empresas na promoção e no respeito aos direitos humanos, sob a perspectiva de participação conjunta com os estados e a sociedade. Quer saber mais? Venha fazer o curso, se inscreva.","['responsabilidade social', 'atendimento ao cidadão', 'participação social']"
274,Acessibilidade em espaços edificados de uso público,"Todos os ambientes de uso público no Brasil devem ser acessíveis para que as pessoas possam realizar as suas atividades com autonomia e segurança. Neste curso, você poderá conhecer os requisitos de acessibilidade e de Desenho Universal para o uso de edificações considerando suas diversas funções e as necessidades de cada usuário.",[]
318,Inteligência Emocional,"A gestão emocional excelente é a possibilidade do ser humano autogerir suas emoções e expressá-las de maneira funcional para consigo e em sociedade, que permite a construção de uma mentalidade de crescimento e, a partir disso, a atuação de maneira produtiva e congruente na carreira e vida pessoal. Tem interesse de desenvolver competências de metacognição e gestão emocional? Se inscreva! Disponível nas versões em espanhol e inglês",['inteligência emocional']
216,Acompanhamento e Fiscalização de Contratos Administrativos na Receita Federal do Brasil,O curso busca capacitar os servidores de todas as Unidades da Receita Federal do Brasil que atuam nas funções de gestão e fiscalização de contratos e busca apresentar boas práticas exigidas nesta atividade.,['gestão de processos']
323,Direito e Novas Tecnologias,"O curso trata de temas gerais e atuais sobre direito digital, além de temas e campos do direito que se encontram interligados pela tecnologia e por marcos legais transversais. O pontapé perfeito para quem quer iniciar os estudos, atualizar-se ou aprimorar-se na área de direitos digitais.",['design instrucional']
330,Lei de Liberdade Econômica e o Licenciamento 4.0,"A rapidez e complexidade das mudanças relativas à Lei de Liberdade Econômica demandam capacitação dos agentes públicos para que entendam a essência da nova dogmática que irradiará efeitos tanto no Direito Público quanto no Direito Privado do Brasil Este curso tornou-se indispensável após o advento da Lei de Liberdade Econômica. Várias das normas-regra da Lei nº 13.874/2019 já foram regulamentadas e trazem mandamentos e sanções direcionados à Administração Pública federal, como é o caso do Licenciamento 4.0.",['políticas públicas']
322,"MROSC: Execução, Monitoramento e Avaliação","Este curso trata dos principais pontos referentes a etapa de execução, monitoramento e avaliação do Marco Regulatório das Organizações da Sociedade Civil - MROSC. No decorrer do conteúdo, são esclarecidas aspectos dessa etapa que estão apresentados na Lei nº 13.019/2014 e no Decreto nº 8.726/16, que regulamentam as parcerias entre o poder público e a sociedade civil organizada. O Mrosc visa possibilitar mais transparência e segurança na transferência de recursos públicos para as organizações da sociedade civil.","['gestão de processos', 'gestão pública', 'administração pública', 'direito administrativo', 'auditoria governamental', 'accountability pública']"
329,MROSC: Prestação de Contas,"Este curso trata dos principais pontos referentes a etapa de prestação de contas do Marco Regulatório das Organizações da Sociedade Civil - MROSC. No decorrer do conteúdo, são esclarecidas aspectos dessa etapa trazidos pela Lei nº 13.019/2014 e pelo Decreto nº 8.726/16, que regulamentam as parcerias entre o poder público e a sociedade civil organizada. O Mrosc visa possibilitar mais transparência e segurança na transferência de recursos públicos para as organizações da sociedade civil. Quer entender mais e se aprofundar no assunto? Inscreva-se.","['gestão pública', 'administração pública', 'direito administrativo', 'auditoria governamental', 'políticas públicas', 'accountability pública']"
326,Princípios do Design Thinking e Inovação em Governo,"Com foco na necessidade de desenvolvimento de competências dos agentes públicos, este curso traz uma abordagem dos fundamentos de Design Thinking, apresentando formas inovadoras para entender melhor os problemas e as soluções que podem ser desenvolvidas. A iniciativa insere-se no Programa de Desenvolvimento de Capacidades para Transformação Digital no Poder Executivo Federal (Capacita Gov.br). Inscreva-se!","['gestão de projetos', 'planejamento estratégico', 'metodologias ativas']"
306,Proteção a Direitos Humanos: Prevenção e Proibição da Tortura,"Este curso foi desenvolvido pelo Ministério da Mulher, da Família e dos Direitos Humanos, em parceria com a Enap, com foco na necessidade de avançar na Educação em Direitos Humanos e no enfrentamento da tortura. Quer se aprofundar mais no assunto? Inscreva-se.",[]
316,MROSC: Seleção e Celebração,"Este curso trata dos principais aspectos referentes a etapa de seleção e celebração do Marco Regulatório das Organizações da Sociedade Civil - MROSC. No decorrer do conteúdo, são esclarecidos pontos dessa etapa que estão dispostos na Lei nº 13.019/2014 e no Decreto nº 8.726/16, que regulamentam as parcerias entre o poder público e a sociedade civil organizada. O Mrosc visa possibilitar mais transparência e segurança na transferência de recursos públicos para as organizações da sociedade civil. Quer entender mais e se aprofundar no assunto? Inscreva-se.","['gestão pública', 'administração pública', 'direito administrativo', 'auditoria governamental', 'políticas públicas', 'accountability pública']"
332,Linguagem simples aproxima o governo das pessoas. Como usar?,Quer aprender como simplificar aquele documento com uma linguagem super complexa? E ainda aprender como escrever textos com uma linguagem simples e compreensível? Este curso vai te ensinar uma forma estruturada de fazer isso. O curso apresenta e aprofunda a discussão sobre o uso da linguagem simples no setor público e a importância da disseminação da pauta no Brasil.,[]
317,Ágil no Contexto do Serviço Público,"O curso, de caráter introdutório, pretende mostrar a mentalidade Ágil no gerenciamento de projetos e nas execuções de ações públicas por meio da apresentação dos aspectos teóricos da mentalidade ágil e do movimento, bem como seus desafios e possibilidades, além de abordar a importância da adoção do Ágil na transformação digital no contexto do serviço público.","['gestão de projetos', 'metodologias ativas', 'design instrucional']"
314,Elaboração de Relatórios de Auditoria,"Conheça um novo modelo de relatório para as atividades de auditoria da CGU e de instrumentos auxiliares de planejamento, possibilitando a sua proficiência nesses temas e, consequentemente, a melhoria da qualidade dos relatórios resultantes das atividades de auditoria.",[]
319,Estruturas Organizacionais do Poder Executivo Federal - Siorg,Aprenda a registrar informações no Sistema de Informações Organizacionais da Administração Pública Federal – Siorg! Como? Compreendendo a estrutura hierárquica e as competências regimentais do Poder Executivo Federal e alinhando os conceitos fundamentais com as aplicações relacionados às estruturas organizacionais.,"['gestão pública', 'administração pública', 'direito administrativo', 'auditoria governamental', 'gestão de serviços públicos']"
315,Primeiros passos para uso de Linguagem Simples,"Desenvolvido pela Enap, em parceria não onerosa com a jornalista e pesquisadora Heloísa Fischer, este curso tem o intuito de apresentar sete diretrizes para a produção de textos informativos com linguagem simples, que sejam mais fáceis de serem lidos e compreendidos pela maior parte das pessoas. A linguagem simples apresenta-se, ao mesmo tempo, como uma causa social e uma técnica de comunicação. Quer saber como aplicar a linguagem simples? Inscreva-se.",[]
312,Técnicas de Auditoria Interna Governamental,"Conhecer e saber aplicar as técnicas de auditoria é fundamental para o auditor. Este curso tem a finalidade de contribuir para o aperfeiçoamento do trabalho de auditores, por meio da apresentação de conceitos e procedimentos das técnicas utilizadas na auditoria, conforme estabelecido no Manual de Orientações Técnicas da Atividade de Auditoria Interna Governamental do Poder Executivo Federal (MOT).","['auditoria governamental', 'design instrucional']"
313,Temos que dar aulas remotas... E agora?,"As aulas presenciais estão suspensas e temos que dar aulas online. São aulas planejadas para ser presenciais e que precisam ser remotas.
 Como manter o uso de metodologias ativas nesse formato? Como oferecer cursos inovadores? Como garantir que os objetivos serão alcançados? Neste curso buscamos discutir alguns conceitos, ferramentas e dicas para que você encontre suas próprias respostas.","['metodologias ativas', 'design instrucional', 'formação continuada', 'aprendizado contínuo']"
243,"Geoinformação na SPU – conceitos, fundamentos e tecnologias","O curso de Geoinformação na SPU oferece ao participante um conjunto de conhecimentos divididos em quatro módulos​ que demostram os conceitos, fundamentos e tecnologias que a Secretaria vem utilizando e implementando para gestão de dados geoespaciais dos imóveis e áreas da União. É voltado para um público iniciante nos dois primeiros módulos e para um público mais avançado, usuários de geotecnologias, nos últimos módulos. O curso carrega a base das diretrizes nacionais da infraestrutura de dados espaciais do Brasil - INDE/BR,  aplicadas a uma instituição e sua informação geoespacial específica.",[]
308,Princípios de Economia: Macroeconomia,"A Enap, sempre preocupada em oferecer conteúdos de qualidade e que contribuam para o desenvolvimento de competências, disponibiliza esta versão em português do curso da MRU. Neste curso serão abordados temas como causas de riqueza, modelo de crescimento de Solow, intermediação financeira, desemprego, inflação, ciclos de negócios, política monetária, política fiscal e muito mais.",['finanças públicas']
311,Princípios de Economia: Microeconomia,"A Enap, sempre preocupada em oferecer conteúdos de qualidade e que contribuam para o desenvolvimento de competências, disponibiliza esta versão em português do curso da MRU. Estão presentes temas como causas de riqueza, modelo de crescimento de Solow, intermediação financeira, desemprego, inflação, ciclos de negócios, política monetária, política fiscal e muito mais. Atenção: vídeos do curso no idioma original, recurso de legendas e/ou tradução automática disponível para todo o conteúdo.",[]
297,MigraCidades: Aprimorando a Governança Migratória Local,"Reconhecendo o papel essencial de cada nível de governo no desenvolvimento e aplicação de políticas migratórias efetivas, este curso é uma promoção da OIM, em parceria com a Enap, que reúne os instrumentos necessários para a promoção da governança migratória local. Você poderá obter o conhecimento necessário para a aplicação da Lei de Migração por meio de boas práticas, desafios comuns, opções de políticas, além do aparato normativo. O curso foi realizado com financiamento do Fundo da OIM para o Desenvolvimento (IDF).",[]
275,Acessibilidade em espaços de uso público no Brasil,"O curso tem como foco a identificação dos problemas enfrentados por pessoas com diversos tipos de deficiências e as dificuldades para atingir a inclusão social; o papel que desempenham; os diversos tipos de legislação; as condições de acessibilidade dos ambientes; e, a atuação profissional dos responsáveis pela avaliação da acessibilidade dos espaços dentro de uma metodologia de Desenho Universal.",['adaptabilidade']
302,Auditoria e Controle Para Estatais,"O curso tem o objetivo de informar sobre a história da Auditoria Interna ao longo dos anos, a evolução de seu papel dentro das organizações, bem como sua forma de trabalho, além de abordar uma estrutura modelo para o desenvolvimento, a implementação e a aplicação do controle interno, e a avaliação de sua eficácia.",['gestão de projetos']
232,Ética Profissional do Serviço Público na Receita Federal do Brasil,"O curso foi desenvolvido para propiciar conhecimentos sobre os valores e princípios éticos que permeiam a Administração Pública no âmbito do Poder Executivo Federal e possibilitar aos servidores públicos da RFB, por meio da instrução sobre a ética, o bom desenvolvimento da competência fundamental “ética profissional”.","['ética no serviço público', 'accountability pública']"
304,Sistema Eletrônico de Informações - SEI! ADMINISTRAR,"Aprenda a parametrizar, configurar e administrar o Sistema Eletrônico de Informações (SEI). Desvende alguns segredos, solucione problemas e aproveite para alinhar as boas práticas de administração da ferramenta. Tudo isso em um único curso!","['gestão de processos', 'inteligência artificial', 'metodologias ativas', 'design instrucional']"
301,Teletrabalho e Educação a Distância,"O desafio de transformação da realidade de trabalho está fazendo com que pessoas e organizações adaptem seus processos de trabalho. Pensando nisso, a Enap traz mais uma oportunidade de capacitação com este curso desenvolvido pelo CEPERJ, instituição parceria da EV.G. O tema interessou? Procura informações sobre experiências, informações práticas e possibilidades para manter a qualidade do trabalho, agora desenvolvido remotamente. Se inscreva!",[]
303,S2ID - M1 - Usuário Estadual - Registro e Reconhecimento,"Neste curso você entenderá como realizar o registro de desastres ocorridos no país no S2ID, como solicitar apoio do Governo Federal por meio do reconhecimento federal, como analisar as solicitações de homologação estadual e como acompanhar os seus processos.",[]
266,Inventário Participativo,"Desenvolvido pelo Instituto Brasileiro de Museus (Ibram), este curso faz parte do Programa Saber Museu e traz recursos conceituais e metodológicos para o levantamento, a descrição, a classificação e a definição do que concerne e afeta as comunidades como patrimônio cultural. Quer saber mais? Se inscreva!",[]
296,Orçamento Público,"Com o objetivo da melhoria da gestão orçamentária, este curso busca desenvolver competências relacionadas aos principais temas orçamentários para aprimorar o trabalho na área e, também, aumentar a qualidade do gasto público e o fortalecimento do controle social. O curso é mais um fruto da parceria da Secretaria do Orçamento Federal (SOF) e da Enap. Ficou interessado? Se inscreva!",[]
299,A Liderança Pública em Tempos de Crise,"Em cenários de graves crises mundiais, nossos olhares se voltam para as lideranças. Pensando nisso, o CLP – Liderança Pública e a ENAP prepararam este curso para apresentar a um passo a passo de como liderar em tempos de crise. O conteúdo tem uso prático para que lideranças consigam navegar pela crise, servindo como um repositório de apoio e suporte para o enfrentamento da instabilidade ocasionada pelo coronavírus.",[]
300,Gestão de Riscos em Processos de Trabalho (segundo o Coso),"No contexto governamental, os riscos podem ter impactos de grande escala. A capacidade de antevê-los, de identificá-los, de analisá-los e de elaborar um planejamento de respostas contundente, depende significativamente da percepção das pessoas, que precisam desenvolver um olhar aguçado sobre o contexto ou realidade em que se inserem. Pensando nisso, o curso tem como objetivo capacitar pessoas para aplicar as noções de gestão de riscos no contexto do setor público. Atenção, este curso é o novo nome do antigo ""Gestão de Riscos no Setor Público"".",['gestão de riscos']
293,Noções Básicas do Trabalho Remoto,"O trabalho remoto já é uma realidade, pensando nisso, a Enap e a Endeavor prepararam este curso para apresentar diversas estratégias e dicas que facilitam o seu dia a dia, a organização do trabalho individual e em equipe. Quer saber mais? Você pode ser inscrever neste curso gratuito e aberto na EVG, assistir o vídeo do GNPapo promovido pelo laboratório de inovação da Enap, disponível em ""Conteúdo Relacionado"".",['formação continuada']
271,Fundamentos e Metodologia da Educação Corporativa,"No cenário globalizado, as organizações governamentais têm percebido os servidores públicos como seu principal ativo, o que faz com que a educação corporativa assuma um papel essencial no desenvolvimento e aprimoramento das competências profissionais. Neste curso, aprenda diferentes métodos e estratégias de ensino aplicados à aprendizagem corporativa e contribua para o crescimento organizacional.",[]
277,Introduction to competency-based management,"What do you know about Competency-Based Management? From the Brazilian experience, understand how the Competency-Based Management model can contribute to improve public service, helping the organization to achieve its strategic objectives. Click here for a short tutorial that aims to facilitate access to the course for non-Portuguese speaking users. This course is also available in portuguese version.",[]
290,Proteção de Dados Pessoais no Setor Público,Que tal saber mais sobre a Lei Geral de Proteção de Dados (LGDP) e sua aplicabilidade? Você aprenderá conhecimentos importantes sobre os processos e as medidas de segurança para tratar e proteger dados pessoais no setor público. O curso propõe esclarecer aos participantes os diversos pontos apresentados na lei. Fique por dentro desse assunto!,"['gestão pública', 'ética no serviço público', 'segurança da informação', 'políticas públicas', 'accountability pública']"
265,Documentação de Acervo Museológico,"Para um objeto, a entrada no museu é o setor de documentação. Ali ele receberá seu número de identificação e sua ficha de catalogação. É assim que ele passa de objeto a “bem cultural musealizado”, integrando o inventário da instituição. A documentação é um processo técnico primordial para todas as funções do museu e é feita a partir de diretrizes específicas. Reconhecendo sua importância para gestão do patrimônio cultural musealizado e sua obrigatoriedade legal, o Instituto Brasileiro de Museus oferece, por meio deste curso, subsídios para a compreensão desse processo técnico.",[]
191,Supervisão de Estágio na Receita Federal do Brasil,O curso Supervisão de Estágio foi produzido por meio da Receita Federal do Brasil - RFB. Sua estrutura está configurada em 1 (um) módulo que aborda conhecimentos relacionados aos procedimentos operacionais relativos à gestão de estagiários.,"['gestão de processos', 'metodologias ativas']"
287,Boas Práticas de Manipulação em Serviços de Alimentação,"O curso Boas Práticas de Manipulação em Serviços de Alimentação foi desenvolvido pela Enap, em parceria com Agência Nacional de Vigilância Sanitária e Universidade Federal de Santa Catarina, com o objetivo de capacitar, apoiar e auxiliar os manipuladores de alimentos a aperfeiçoarem o controle sobre requisitos na manipulação dos alimentos, reduzindo assim o risco de doenças associadas ao consumo de alimentos.",[]
286,S2ID - M1 - Usuário Municipal - Registro e Reconhecimento,"O Sistema Integrado de Informações sobre Desastres - S2ID integra diversos produtos da Secretaria Nacional de Proteção e Defesa Civil - SEDEC, com o objetivo de qualificar e dar transparência à gestão de riscos e desastres no Brasil, por meio da informatização de processos e disponibilização de informações sistematizadas dessa gestão. Neste curso você entenderá como realizar o registro de desastres ocorridos no País e como solicitar apoio do Governo Federal, por meio do reconhecimento federal, ou do estado, por meio da homologação estadual.","['gestão pública', 'administração pública', 'segurança da informação', 'auditoria governamental']"
280,Controle Exercido por Conselhos de Assistência Social,"Este curso destina-se a membros dos Conselhos Municipais de Assistência Social, gestores públicos e cidadãos, visando capacita-los para exercer o controle da gestão do Fundo Municipal de Assistência Social, apreciar o Relatório Anual de Gestão e fiscalizar a aplicação dos recursos públicos.","['gestão de pessoas', 'gestão pública', 'administração pública', 'ética no serviço público', 'direito administrativo', 'auditoria governamental', 'responsabilidade social', 'políticas públicas', 'organização pessoal', 'atendimento ao cidadão', 'gestão de serviços públicos', 'participação social', 'controle social', 'accountability pública']"
278,Controles na Administração Pública,"Ao final deste curso, espera-se que o participante seja capaz de aplicar princípios do controle no contexto da gestão pública. O curso abordará os temas Prestação de Contas, Controles na Administração Pública, Controle Externo, Controle Interno e Controle Social.
O participante é responsável pelo seu aprendizado, desenvolvendo-o de maneira autônoma e automotivacional!","['gestão de processos', 'controle interno', 'controle social']"
281,Estruturas de Gestão Pública,"Neste curso você verá um pouco da estrutura e funcionamento da Administração Pública Federal. 
Esperamos que, ao final do curso, você se sinta capaz de identificar as diversas funções das instituições e os diversos papéis dos agentes públicos na estrutura da Administração Pública, bem como os responsáveis por atos administrativos referentes aos bens e dinheiros públicos","['gestão pública', 'administração pública', 'finanças públicas', 'ética no serviço público', 'governo digital', 'direito administrativo', 'auditoria governamental', 'políticas públicas', 'atendimento ao cidadão', 'gestão de serviços públicos', 'accountability pública']"
175,Gestão por Competências,"O que você sabe sobre Gestão por Competências? Como ela é aplicada no setor público? A partir da experiência da Receita Federal, esse curso aborda o papel da gestão por competências no contexto público e como ela pode contribuir na identificação de lacunas e para o aperfeiçoamento de servidores. Quer saber mais? Se inscreva! Disponível também a versão em inglês deste curso.",[]
284,S2ID - M0 - Todos - Acesso ao Sistema,"O Sistema Integrado de Informações sobre Desastres - S2ID integra diversos produtos da Secretaria Nacional de Proteção e Defesa Civil - SEDEC, com o objetivo de qualificar e dar transparência à gestão de riscos e desastres no Brasil, por meio da informatização de processos e disponibilização de informações sistematizadas dessa gestão. Este curso é uma introdução ao sistema onde são apresentadas as ferramentas disponíveis e os procedimentos para o cadastro do usuário.",['segurança da informação']
283,Tesouro Gerencial,"Compreenda e aplique as funcionalidades do Tesouro Gerencial, um importante sistema para acompanhamento da execução orçamentária e financeira do governo federal. Aprenda as operações básicas dessa ferramenta que proporciona a produção de relatórios com autonomia, flexibilidade e segurança.",[]
267,Conservação Preventiva para Acervos Museológicos,"O Ibram desenvolveu um curso com informações básicas necessárias ao desenvolvimento de ações de conservação preventiva para bens culturais musealizados, principalmente quanto a atividades de higienização, manuseio, guarda e transporte. O curso abordará informações gerais de conservação preventiva para diversos suportes, tais como vidro, madeira, couro, tecido, orientando os profissionais na formulação de estratégias que minimizem as ações dos agentes de degradação, de acordo com o contexto e tipo de material de cada acervo preservado no museu.",[]
276,Abertura de empresas: como redesenhar e simplificar processos,"Será que é possível abrir uma empresa em apenas um dia? A Enap e a Endeavor vão mostrar para você como agilizar e simplificar o processo de abertura de empresas. Você vai compreender a importância da desburocratização e da mobilização de atores, além de ter acesso a outros conteúdos que dão suporte à formulação de políticas públicas e ao redesenho do processo de abertura de empresas.",[]
209,Normas Internacionais de Auditoria Financeira – NIA,"O conhecimento das normas internacionais de auditoria financeira permite que os auditores ofereçam aos usuários e à sociedade produtos de qualidade elevada, que agregam valor à gestão pública e privada. O curso baseia-se nas Normas Internacionais de Auditoria, internalizadas pelo Conselho Federal de Contabilidade, por intermédio das Normas Brasileiras de Contabilidade - Técnicas de Auditoria.",['auditoria governamental']
268,Acessibilidade em Museus,"Os museus e espaços culturais têm como uma de suas principais funções a comunicação de seu conteúdo ao público, no entanto, frequentemente apresentam barreiras em seus espaços, estratégias e formas de comunicação. Compreendendo que nossa sociedade é diversa e composta por pessoas com diferentes condições e necessidades é preciso eliminar estas barreiras garantindo o amplo acesso aos espaços e ao conhecimento. Neste sentindo, o Instituto Brasileiro de Museus, por meio deste curso, oferece informações básicas sobre como propor, acompanhar e avaliar adequações de acessibilidade universal",[]
269,Uma Introdução às Migrações Internacionais no Brasil Contemporâneo,"A Organização Internacional para Migrações - OIM e a DPU firmaram parceria para promover uma reflexão sobre as migrações internacionais no Brasil. Financiado pelo Fundo da OIM para o Desenvolvimento – IDF, traz os aspectos do tema de maneira didática e atrativa, inclusive com variado material de apoio, com reportagens, vídeos de atores do cenário migratório, sites, que tornam mais rica a vivência.",[]
241,Para Fazer uma Exposição,"Entre as principais estratégias de comunicação em museus e espaços culturais está a exposição. Uma exposição se realiza no encontro entre visitante e objeto expositivo, ou, numa concepção mais abrangente e atual, entre a sociedade e seu patrimônio. Fazer uma exposição interessante torna esse encontro mais efetivo e marcante. Este curso tem o intuito de auxiliar os profissionais que trabalham em museus e outros espaços culturais a atingir esse objetivo, orientando quanto ao pensar, planejar e executar uma exposição.",[]
212,Siafi Básico,"O curso apresenta uma visão geral sobre o Sistema Integrado de Administração Financeira do Governo Federal para que o participante domine os principais conceitos, estrutura e algumas funcionalidades básicas do sistema.","['gestão de processos', 'finanças públicas', 'auditoria governamental', 'gestão de serviços públicos']"
260,SIAFI Ordens Bancárias,O curso apresenta informações sobre ordens bancárias no Siafi para que o participante domine os principais conceitos e procedimentos relativos às ordens bancárias no governo federal.,"['gestão de processos', 'auditoria governamental']"
261,Equilíbrio Fiscal,"O curso apresenta noções de economia e finanças públicas para que o cidadão compreenda a importância da sustentabilidade das contas públicas para a sua vida. Para isso, aborda o funcionamento financeiro do Estado e questões como receita, gasto, dívida, financiamento do setor público, dentre outros; além das consequências das decisões públicas para todos os cidadãos.","['orçamento público', 'finanças públicas', 'desenvolvimento sustentável', 'políticas públicas']"
242,Fiscalização na Gestão do Patrimônio da União,"Você conhece os diferentes tipos de bens imóveis da União e como eles são fiscalizados? E as modernas tecnologias utilizadas para a supervisão desses imóveis? Aos interessados no tema, esta é uma ótima oportunidade de ampliar seus conhecimentos tanto sobre as infrações contra o patrimônio da União e suas respectivas sanções, quanto sobre o uso das geotecnologias na fiscalização desses imóveis.",['segurança da informação']
170,Gestão de Finanças Pessoais,"Adquira mais conhecimentos para gerir suas finanças e realizar seus sonhos! O curso, desenvolvido pelo Banco Central em parceria com a Escola de Administração Fazendária, apresenta conceitos básicos do tripé de educação financeira “PLA-POU-CRÉ”: PLAnejar o uso do dinheiro, POUpar ativamente e usar o CRÉdito de forma responsável. Isso tudo de forma simples e lúdica, por meio de vídeos animados.",['finanças públicas']
249,Me Poupe! Invista com Nathalia Arcuri,"Ainda não sabe onde investir seu dinheiro ou está endividado? Me poupe! Faça a sua inscrição e aprenda a economizar e a investir o seu dinheiro com Nathalia Arcuri, fundadora da primeira plataforma de entretenimento financeiro do Brasil. Ela vai oferecer várias dicas sobre educação financeira de um jeito simples, com vídeos divertidos e dinâmicos.",[]
259,Administração de Serviços na Nuvem de Governo,"Com foco na necessidade de capacitar servidores do Poder Executivo federal em atendimento ao Programa de Desenvolvimento de Capacidades para Transformação Digital no Poder Executivo Federal (Capacita Gov.br), o curso foi desenvolvido pela Enap, em parceria com a Secretaria de governo Digital do Ministério da Economia em 2019.","['gestão de projetos', 'gestão pública', 'administração pública', 'governo digital', 'auditoria governamental', 'gestão de serviços públicos']"
258,Planejamento Governamental,"Espera-se que ao término do curso, o participante seja capaz de:
- Realizar um planejamento estruturado, com base em princípios de eficiência, eficácia e efetividade, para embasar ações governamentais;
- Definir políticas públicas;
- Elaborar indicadores de situação e de meta, em contextos de gestão pública;
- Utilizar ferramentas de apoio ao planejamento no aprimoramento da gestão pública.","['gestão de projetos', 'gestão pública', 'planejamento estratégico', 'metodologias ativas', 'políticas públicas']"
247,Portal Gov.Br,"O curso Portal Gov.Br apresenta o processo de migração dos sites governamentais federais para o gov.br, abordando a base legal, a plataforma tecnológica disponibilizada e os critérios básicos para produção e publicação de conteúdos.",[]
257,Gestão Orçamentária e Financeira,"Nos órgãos e entidades estatais, o processo de planejamento é essencial para que os recursos públicos sejam aplicados de forma eficiente, eficaz e efetiva, de modo a produzir os resultados esperados pela sociedade. O curso foi criado, tendo em vista a importância desse tema.","['gestão de projetos', 'gestão de processos', 'gestão pública', 'planejamento estratégico', 'administração pública', 'metodologias ativas', 'políticas públicas', 'gestão de serviços públicos']"
245,Programa de Leniência Antitruste do CADE,"Apresenta o Programa de Leniência Antitruste do Cade, seus requisitos legais, seu histórico legislativo e o diferencia dos demais acordos de leniência no país. Além disso, ressalta os benefícios administrativos e criminais do Programa de Leniência Antitruste, bem como suas repercussões cíveis e administrativas.","['direito administrativo', 'accountability pública']"
251,"Formação de Multiplicadores da Série ""Eu e Meu Dinheiro""","O curso Formação de Multiplicadores da Série ""Eu de Meu Dinheiro"" destina-se a sensibilizar os participantes para a gestão das finanças pessoais e a capacitá-los a conduzir grupos de discussão sobre cada um dos cinco vídeos da série ""Eu e Meu Dinheiro"". Para cada episódio da série, o curso apresenta um vídeo de perguntas para reflexão, um debate de especialistas sobre os temas abordados no episódio e um guia para apresentação e discussão do vídeo em grupo. Faça o curso, aprofunde suas reflexões sobre os assuntos abordados e seja você também um multiplicador desses conhecimentos!",[]
183,Noções Básicas em Previdência Complementar,"A Subsecretaria do Regime de Previdência Complementar – SURPC, órgão do Ministério da Fazenda – MF, é a responsável por promover políticas públicas com vistas ao desenvolvimento, ao fomento e a evolução técnica do Regime de Previdência Complementar – RPC, no âmbito das Entidades Fechadas de Previdência Complementar – EFPC. Como uma das formas de divulgar, informar, orientar e esclarecer o público em geral sobre o Regime, foi elaborado Curso de Noções Básicas em Previdência Complementar, com o intuito de prestar informações, instruções e orientações acerca da Previdência Complementar.",[]
254,Sustentabilidade na Administração Pública,"Neste curso, você conhecerá o histórico das ações para promoção da sustentabilidade ambiental, compreenderá os principais conceitos sobre o assunto, saberá o que são os planos de gestão de logística sustentável e de gestão de resíduos sólidos e como realizar compras públicas sustentáveis no Brasil. Quer ser saber mais sobre o assunto? Inscreva-se.","['desenvolvimento sustentável', 'governança ambiental']"
252,Mundo Conectado – Manual de Sobrevivência,"Desenvolvido com foco na necessidade de conhecer tipo de conexão entre ferramentas, mecanismos de informação e recursos tecnológicos que são parte do cotidiano no âmbito pessoal e profissional.  Traz dicas de boas práticas de segurança contra crimes virtuais, com medidas de prevenção a incidentes de segurança da informação, tanto em casa como no ambiente de trabalho.","['segurança da informação', 'gestão de cidades inteligentes']"
250,Desenho Instrucional para Soluções de Capacitações Presenciais,"Ótima oportunidade para que as pessoas envolvidas em processos de capacitação e formação no serviço público conheçam as características do processo de ensino-aprendizagem de adultos, os fundamentos do mapeamento de necessidades e as fases que compõem a modelagem de cursos e sua execução. O curso adota como base o modelo sistêmico Desenho de Sistema Instrucional, também conhecido como ADDIE.","['metodologias ativas', 'design instrucional']"
